task_id,source,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,latency_ms,estimated_cost_usd,execution_time_s,error_msg
mbpp_617,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,160,512,3573.52,0.0004048,0.0996,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp_nfwvhb2.py"", line 4, in <module>
    assert min_Jumps((3,4),11)==3.5
           ^^^^^^^^^
NameError: name 'min_Jumps' is"
mbpp_618,MBPP,openai/gpt-oss-120b,S0,2,True,,134,276,3015.64,0.0002397,0.0622,
mbpp_619,MBPP,openai/gpt-oss-120b,S0,2,True,,140,258,2995.46,0.0002307,0.0603,
mbpp_620,MBPP,openai/gpt-oss-120b,S0,2,True,,147,370,3230.7,0.0003066,0.0546,
mbpp_622,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,140,512,3454.63,0.0003958,0.0982,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpamz4blc8.py"", line 12, in <module>
    assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0
           "
mbpp_623,MBPP,openai/gpt-oss-120b,S0,2,True,,140,177,3524.82,0.0001781,0.061,
mbpp_624,MBPP,openai/gpt-oss-120b,S0,2,True,,136,92,1375.07,0.000121,0.0621,
mbpp_625,MBPP,openai/gpt-oss-120b,S0,2,True,,140,257,2002.75,0.0002301,0.0577,
mbpp_626,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,150,512,3516.54,0.0004003,0.0809,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpyxs32sif.py"", line 4, in <module>
    assert triangle_area(-1) == None
           ^^^^^^^^^^^^^
NameError: name 'triangle"
mbpp_627,MBPP,openai/gpt-oss-120b,S0,2,True,,144,293,3751.23,0.0002553,0.052,
mbpp_628,MBPP,openai/gpt-oss-120b,S0,2,True,,139,131,2423.15,0.0001477,0.0495,
mbpp_629,MBPP,openai/gpt-oss-120b,S0,2,True,,137,207,1895.89,0.0001962,0.0485,
mbpp_630,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,139,420,2271.65,0.0003355,0.0847,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpbldmgez1.py"", line 22, in <module>
    assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5],"
mbpp_631,MBPP,openai/gpt-oss-120b,S0,2,True,,142,180,2832.28,0.0001809,0.0477,
mbpp_632,MBPP,openai/gpt-oss-120b,S0,2,True,,141,273,3109.25,0.0002409,0.0643,
mbpp_633,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,147,365,1898.23,0.0003034,0.103,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7vwd61fy.py"", line 22, in <module>
    assert pair_xor_Sum([5,9,7,6],4) == 47
           ~~~~~~~~~~~~^^^^^^^^^^^^^
TypeEr"
mbpp_635,MBPP,openai/gpt-oss-120b,S0,2,True,,133,346,4097.13,0.0002848,0.0542,
mbpp_637,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,144,198,2899.4,0.0001935,0.0879,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpamv_wdl2.py"", line 12, in <module>
    assert noprofit_noloss(1500,1200)==False
           ~~~~~~~~~~~~~~~^^^^^^^^^^^
Typ"
mbpp_638,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,153,379,2187.81,0.0003152,0.0909,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp_s38nl31.py"", line 13, in <module>
    assert wind_chill(120,35)==40
           ^^^^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_639,MBPP,openai/gpt-oss-120b,S0,2,True,,152,265,2929.22,0.0002407,0.0599,
mbpp_640,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,143,327,2821.07,0.0002769,0.0875,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpd4p0jsdk.py"", line 21, in <module>
    assert remove_parenthesis([""python (chrome)""])==(""python"")
           ^^^^^^^^^^^^"
mbpp_641,MBPP,openai/gpt-oss-120b,S0,2,True,,136,265,2750.28,0.0002335,0.0543,
mbpp_643,MBPP,openai/gpt-oss-120b,S0,2,True,,149,183,3276.17,0.000186,0.058,
mbpp_644,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,140,512,2558.6,0.0003958,0.091,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp599yqvm7.py"", line 25, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
          "
mbpp_720,MBPP,openai/gpt-oss-120b,S0,2,True,,144,212,3693.17,0.0002026,0.0641,
mbpp_721,MBPP,openai/gpt-oss-120b,S0,2,True,,212,500,3431.34,0.0004204,0.0557,
mbpp_722,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,178,219,3825.14,0.0002225,0.08,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp1m022ste.py"", line 21, in <module>
    assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra"
mbpp_723,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,151,206,1860.94,0.0002019,0.0869,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpnl6f5rn3.py"", line 19, in <module>
    assert count_same_pair([2, 4, -6, -9, 11, -12, 14, -5, 17],[2, 1, 2, -1, -5, 6, 4,"
mbpp_724,MBPP,openai/gpt-oss-120b,S0,2,True,,150,367,3175.0,0.000306,0.0591,
mbpp_725,MBPP,openai/gpt-oss-120b,S0,2,True,,141,156,2467.13,0.0001649,0.0678,
mbpp_726,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,175,202,1886.73,0.0002101,0.0931,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpbgfgc75e.py"", line 14, in <module>
    assert multiply_elements((12,)) == ()
           ~~~~~~~~~~~~~~~~~^^^^^^^
  File """
mbpp_728,MBPP,openai/gpt-oss-120b,S0,2,True,,166,186,2792.32,0.0001956,0.0577,
mbpp_730,MBPP,openai/gpt-oss-120b,S0,2,True,,137,169,1491.36,0.0001715,0.0352,
mbpp_731,MBPP,openai/gpt-oss-120b,S0,2,True,,147,214,1718.0,0.0002052,0.036,
mbpp_732,MBPP,openai/gpt-oss-120b,S0,2,True,,143,165,2740.76,0.0001716,0.0642,
mbpp_733,MBPP,openai/gpt-oss-120b,S0,2,True,,146,279,1807.15,0.0002471,0.0362,
mbpp_734,MBPP,openai/gpt-oss-120b,S0,2,True,,167,446,3431.77,0.0003651,0.0609,
mbpp_735,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,163,483,4404.06,0.0003873,0.0945,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp9byd3j0a.py"", line 27, in <module>
    assert toggle_middle_bits(9) == 15
           ^^^^^^^^^^^^^^^^^^
NameError: name '"
mbpp_736,MBPP,openai/gpt-oss-120b,S0,2,True,,169,267,3982.19,0.0002496,0.0446,
mbpp_737,MBPP,openai/gpt-oss-120b,S0,2,True,,143,179,1624.88,0.0001807,0.0688,
mbpp_738,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,164,512,3467.28,0.0004066,0.078,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7v5_37nc.py"", line 4, in <module>
    assert geometric_sum(7) == 1.9921875
           ^^^^^^^^^^^^^
NameError: name 'geom"
mbpp_739,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,161,512,4531.78,0.0004053,0.1068,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpu76wtp77.py"", line 4, in <module>
    assert find_Index(2) == 4
           ^^^^^^^^^^
NameError: name 'find_Index' is not"
mbpp_740,MBPP,openai/gpt-oss-120b,S0,2,True,,164,264,3800.02,0.0002454,0.0658,
mbpp_741,MBPP,openai/gpt-oss-120b,S0,2,True,,142,235,2738.58,0.0002167,0.0577,
mbpp_742,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,140,512,2324.72,0.0003958,0.0979,"File ""C:\Users\dell\AppData\Local\Temp\tmp0elg87qq.py"", line 22
    def area_tetrahedron(p1, p2, p3
                        ^
SyntaxError: '(' was never closed"
mbpp_743,MBPP,openai/gpt-oss-120b,S0,2,True,,158,302,4776.0,0.0002674,0.0642,
mbpp_744,MBPP,openai/gpt-oss-120b,S0,2,True,,140,181,2881.28,0.0001807,0.037,
mbpp_745,MBPP,openai/gpt-oss-120b,S0,2,True,,174,385,2215.22,0.0003285,0.0587,
mbpp_746,MBPP,openai/gpt-oss-120b,S0,2,True,,158,150,2447.6,0.0001686,0.0608,
mbpp_747,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,162,512,3540.92,0.0004057,0.0958,"File ""C:\Users\dell\AppData\Local\Temp\tmpgd0xuji3.py"", line 11
    for k in range(1
                  ^
SyntaxError: '(' was never closed"
mbpp_748,MBPP,openai/gpt-oss-120b,S0,2,True,,142,263,4020.32,0.0002349,0.0625,
mbpp_749,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,158,334,2072.57,0.0002882,0.0824,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpdpray1o5.py"", line 37, in <module>
    assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-"
mbpp_750,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,137,209,2846.69,0.0001975,0.0967,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpljpevr58.py"", line 16, in <module>
    assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]
           ^^^^^^^^^^^^^^"
mbpp_751,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,166,461,3271.3,0.0003743,0.0937,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp70pqf5q0.py"", line 39, in <module>
    assert check_min_heap([1, 2, 3, 4, 5, 6]) == True
           ^^^^^^^^^^^^^^
NameEr"
mbpp_752,MBPP,openai/gpt-oss-120b,S0,2,True,,210,250,3669.73,0.000257,0.0523,
mbpp_753,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,168,512,3559.35,0.0004084,0.0937,"File ""C:\Users\dell\AppData\Local\Temp\tmpst39uuxx.py"", line 22
    arr2 = [(10, 'a'), (2, 'b'), (5
                                 ^
SyntaxError: '(' was never closed"
mbpp_754,MBPP,openai/gpt-oss-120b,S0,2,True,,172,216,3953.12,0.0002178,0.0488,
mbpp_755,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,138,244,2676.72,0.0002207,0.0864,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp1wug3o_y.py"", line 25, in <module>
    assert second_smallest([2,2])==None
           ~~~~~~~~~~~~~~~^^^^^^^
  File ""C:\U"
mbpp_756,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,167,224,1881.21,0.0002208,0.0662,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpo8ksllgc.py"", line 9, in <module>
    assert text_match_zero_one(""abbbba"")==True
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_757,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,162,512,3201.1,0.0004057,0.0906,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpl4y42axp.py"", line 4, in <module>
    assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2
         "
mbpp_758,MBPP,openai/gpt-oss-120b,S0,2,True,,168,372,4235.67,0.0003174,0.0748,
mbpp_759,MBPP,openai/gpt-oss-120b,S0,2,True,,144,341,4215.91,0.0002864,0.0558,
mbpp_760,MBPP,openai/gpt-oss-120b,S0,2,True,,143,168,2749.33,0.0001736,0.0574,
mbpp_762,MBPP,openai/gpt-oss-120b,S0,2,True,,155,234,1903.19,0.0002218,0.0476,
mbpp_763,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,159,430,2346.47,0.000351,0.0838,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp0_289ovn.py"", line 40, in <module>
    assert find_min_diff((1,5,3,19,18,25),6) == 1
           ~~~~~~~~~~~~~^^^^^^^^^^^^"
mbpp_764,MBPP,openai/gpt-oss-120b,S0,2,True,,138,176,3809.1,0.0001765,0.0591,
mbpp_765,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,144,512,2468.11,0.0003976,0.1024,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmppok7wjgs.py"", line 4, in <module>
    assert is_polite(7) == 11
           ^^^^^^^^^
NameError: name 'is_polite' is not d"
mbpp_766,MBPP,openai/gpt-oss-120b,S0,2,True,,143,236,3904.58,0.0002178,0.0606,
mbpp_767,MBPP,openai/gpt-oss-120b,S0,2,True,,157,290,1995.1,0.0002591,0.0656,
mbpp_769,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,135,218,2868.39,0.0002025,0.105,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpt91s4a1g.py"", line 9, in <module>
    assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]
     "
mbpp_770,MBPP,openai/gpt-oss-120b,S0,2,True,,143,218,2862.51,0.000206,0.068,
mbpp_771,MBPP,openai/gpt-oss-120b,S0,2,True,,155,240,1956.32,0.0002257,0.049,
mbpp_772,MBPP,openai/gpt-oss-120b,S0,2,True,,140,233,2879.74,0.0002144,0.065,
mbpp_773,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,151,348,2092.36,0.0002942,0.0768,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp8494_e4y.py"", line 24, in <module>
    assert occurance_substring('python programming, python language','python')==('pyth"
mbpp_775,MBPP,openai/gpt-oss-120b,S0,2,True,,142,255,2941.43,0.0002297,0.061,
mbpp_776,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,143,346,3090.75,0.0002893,0.0898,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpb69q83wy.py"", line 10, in <module>
    assert count_vowels('bestinstareels') == 7
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_777,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,142,185,2749.44,0.0001842,0.0855,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp1qgpuuea.py"", line 17, in <module>
    assert find_sum([1,2,3,1,1,4,5,6]) == 21
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_778,MBPP,openai/gpt-oss-120b,S0,2,True,,142,356,1929.99,0.0002953,0.0572,
mbpp_779,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,168,512,4491.5,0.0004084,0.0955,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp0a7s6zr3.py"", line 20, in <module>
    assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]])=={"
mbpp_780,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,164,512,4460.18,0.0004066,0.0981,"File ""C:\Users\dell\AppData\Local\Temp\tmp6pwtx3o6.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 17)"
mbpp_781,MBPP,openai/gpt-oss-120b,S0,2,True,,162,302,4036.57,0.0002692,0.0581,
mbpp_782,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,158,512,3248.88,0.0004039,0.0932,"File ""C:\Users\dell\AppData\Local\Temp\tmpsfsugwg2.py"", line 11
    assert odd_length_sum([1,2,4]) == 14
IndentationError: expected an indented block after 'for' statement on line 7"
mbpp_783,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,156,512,4489.98,0.000403,0.1199,"File ""C:\Users\dell\AppData\Local\Temp\tmptvrjby2y.py"", line 25
    h = 60 *
            ^
SyntaxError: invalid syntax"
mbpp_784,MBPP,openai/gpt-oss-120b,S0,2,True,,144,307,4187.13,0.0002644,0.0579,
mbpp_785,MBPP,openai/gpt-oss-120b,S0,2,True,,136,420,3336.32,0.0003342,0.0628,
mbpp_786,MBPP,openai/gpt-oss-120b,S0,2,True,,142,332,3150.14,0.0002797,0.0493,
mbpp_787,MBPP,openai/gpt-oss-120b,S0,2,True,,142,190,2776.87,0.0001874,0.07,
mbpp_788,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,139,303,2141.58,0.0002595,0.0934,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpq6ubd7uc.py"", line 16, in <module>
    assert new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')
           ^^^^^^"
mbpp_790,MBPP,openai/gpt-oss-120b,S0,2,True,,142,182,2552.16,0.0001822,0.0583,
mbpp_791,MBPP,openai/gpt-oss-120b,S0,2,True,,135,240,1872.29,0.0002167,0.0597,
mbpp_792,MBPP,openai/gpt-oss-120b,S0,2,True,,141,247,2703.29,0.000224,0.0597,
mbpp_793,MBPP,openai/gpt-oss-120b,S0,2,True,,140,378,2920.68,0.0003087,0.0632,
mbpp_794,MBPP,openai/gpt-oss-120b,S0,2,True,,149,265,2692.26,0.0002393,0.0774,
mbpp_796,MBPP,openai/gpt-oss-120b,S0,2,True,,138,101,2622.29,0.0001278,0.0583,
mbpp_797,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,145,306,2100.49,0.0002641,0.1041,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp53ah_nuo.py"", line 17, in <module>
    assert sum_in_range(2,5) == 8
           ^^^^^^^^^^^^
NameError: name 'sum_in_rang"
mbpp_798,MBPP,openai/gpt-oss-120b,S0,2,True,,135,105,1683.88,0.000129,0.0604,
mbpp_799,MBPP,openai/gpt-oss-120b,S0,2,True,,149,210,1842.29,0.0002036,0.0572,
mbpp_800,MBPP,openai/gpt-oss-120b,S0,2,True,,137,188,2855.42,0.0001838,0.0752,
mbpp_801,MBPP,openai/gpt-oss-120b,S0,2,True,,141,272,2042.92,0.0002403,0.0596,
mbpp_802,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,163,512,2452.61,0.0004062,0.1021,"File ""C:\Users\dell\AppData\Local\Temp\tmpgxcbdch5.py"", line 36
    test_cases = [
                 ^
SyntaxError: '[' was never closed"
mbpp_803,MBPP,openai/gpt-oss-120b,S0,2,True,,162,303,5102.37,0.0002698,0.0612,
mbpp_804,MBPP,openai/gpt-oss-120b,S0,2,True,,143,276,2061.46,0.0002437,0.0609,
mbpp_805,MBPP,openai/gpt-oss-120b,S0,2,True,,145,252,2984.7,0.0002291,0.0564,
mbpp_806,MBPP,openai/gpt-oss-120b,S0,2,True,,141,320,3136.1,0.0002715,0.0736,
mbpp_807,MBPP,openai/gpt-oss-120b,S0,2,True,,142,184,1810.31,0.0001835,0.064,
mbpp_808,MBPP,openai/gpt-oss-120b,S0,2,True,,139,245,3023.56,0.0002218,0.0624,
mbpp_809,MBPP,openai/gpt-oss-120b,S0,2,True,,147,179,1892.17,0.0001825,0.0609,
mbpp_11,MBPP,openai/gpt-oss-120b,S0,2,True,,143,375,2228.99,0.0003081,0.0697,
mbpp_12,MBPP,openai/gpt-oss-120b,S0,2,True,,143,225,2881.5,0.0002106,0.0578,
mbpp_14,MBPP,openai/gpt-oss-120b,S0,2,True,,139,241,2688.39,0.0002192,0.0503,
mbpp_16,MBPP,openai/gpt-oss-120b,S0,2,True,,151,260,2001.48,0.0002369,0.0739,
mbpp_17,MBPP,openai/gpt-oss-120b,S0,2,True,,142,126,2685.49,0.0001458,0.0456,
mbpp_18,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,143,258,1956.33,0.000232,0.1084,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp66kh26p1.py"", line 16, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^"
mbpp_19,MBPP,openai/gpt-oss-120b,S0,2,True,,140,159,1469.61,0.0001664,0.0654,
mbpp_20,MBPP,openai/gpt-oss-120b,S0,2,True,,141,341,2843.94,0.0002851,0.0616,
mbpp_56,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,141,254,2677.01,0.0002285,0.0951,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpnmohxuc2.py"", line 7, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
mbpp_57,MBPP,openai/gpt-oss-120b,S0,2,True,,145,258,2996.86,0.0002329,0.054,
mbpp_58,MBPP,openai/gpt-oss-120b,S0,2,True,,143,434,2157.55,0.0003464,0.0608,
mbpp_59,MBPP,openai/gpt-oss-120b,S0,2,True,,136,223,3853.8,0.0002061,0.0658,
mbpp_61,MBPP,openai/gpt-oss-120b,S0,2,True,,146,399,3215.28,0.0003251,0.0677,
mbpp_62,MBPP,openai/gpt-oss-120b,S0,2,True,,137,154,2716.0,0.0001618,0.0406,
mbpp_63,MBPP,openai/gpt-oss-120b,S0,2,True,,141,382,2298.23,0.0003118,0.0527,
mbpp_64,MBPP,openai/gpt-oss-120b,S0,2,True,,141,180,2672.12,0.0001805,0.0731,
mbpp_65,MBPP,openai/gpt-oss-120b,S0,2,True,,139,241,1949.61,0.0002192,0.0584,
mbpp_66,MBPP,openai/gpt-oss-120b,S0,2,True,,139,124,2556.19,0.0001432,0.058,
mbpp_67,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,141,512,2533.85,0.0003963,0.103,"File ""C:\Users\dell\AppData\Local\Temp\tmpbbzpxlso.py"", line 9
    for j in range(1, i
                  ^
SyntaxError: '(' was never closed"
mbpp_68,MBPP,openai/gpt-oss-120b,S0,2,True,,143,246,3885.66,0.0002243,0.0494,
mbpp_69,MBPP,openai/gpt-oss-120b,S0,2,True,,141,204,1570.32,0.0001961,0.0367,
mbpp_70,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,141,179,2843.38,0.0001798,0.0869,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp0wzywwny.py"", line 12, in <module>
    assert get_equal([(11, 22, 33), (44, 55, 66)]) == True
           ^^^^^^^^^
NameEr"
mbpp_71,MBPP,openai/gpt-oss-120b,S0,2,True,,134,495,2218.81,0.000382,0.0496,
mbpp_72,MBPP,openai/gpt-oss-120b,S0,2,True,,147,363,4203.57,0.0003021,0.0558,
mbpp_74,MBPP,openai/gpt-oss-120b,S0,2,False,syntax_error,141,512,3516.58,0.0003963,0.0782,"File ""C:\Users\dell\AppData\Local\Temp\tmp22h9o9tq.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 7)"
mbpp_75,MBPP,openai/gpt-oss-120b,S0,2,True,,145,309,4075.34,0.0002661,0.0643,
mbpp_77,MBPP,openai/gpt-oss-120b,S0,2,True,,140,162,2751.2,0.0001683,0.0665,
mbpp_79,MBPP,openai/gpt-oss-120b,S0,2,True,,141,213,1640.59,0.0002019,0.041,
mbpp_80,MBPP,openai/gpt-oss-120b,S0,2,True,,137,248,2990.02,0.0002229,0.0574,
mbpp_82,MBPP,openai/gpt-oss-120b,S0,2,True,,136,110,1637.75,0.0001327,0.0602,
humaneval_0,HumanEval,openai/gpt-oss-120b,S0,2,True,,233,225,1868.7,0.0002511,0.0547,
humaneval_1,HumanEval,openai/gpt-oss-120b,S0,2,True,,223,364,3007.08,0.000337,0.071,
humaneval_2,HumanEval,openai/gpt-oss-120b,S0,2,True,,192,272,3973.34,0.0002632,0.0763,
humaneval_3,HumanEval,openai/gpt-oss-120b,S0,2,True,,226,201,2670.22,0.0002323,0.0676,
humaneval_4,HumanEval,openai/gpt-oss-120b,S0,2,True,,226,206,3827.04,0.0002356,0.0621,
humaneval_5,HumanEval,openai/gpt-oss-120b,S0,2,True,,206,294,1741.08,0.0002838,0.051,
humaneval_6,HumanEval,openai/gpt-oss-120b,S0,2,True,,218,296,4022.07,0.0002905,0.0624,
humaneval_7,HumanEval,openai/gpt-oss-120b,S0,2,True,,201,202,2925.02,0.0002218,0.0695,
humaneval_8,HumanEval,openai/gpt-oss-120b,S0,2,True,,218,252,2950.77,0.0002619,0.0689,
humaneval_9,HumanEval,openai/gpt-oss-120b,S0,2,True,,208,184,2805.14,0.0002132,0.0778,
humaneval_10,HumanEval,openai/gpt-oss-120b,S0,2,True,,248,512,3220.95,0.0004444,0.0564,
humaneval_11,HumanEval,openai/gpt-oss-120b,S0,2,True,,186,306,5023.14,0.0002826,0.0636,
humaneval_12,HumanEval,openai/gpt-oss-120b,S0,2,True,,210,219,2689.47,0.0002369,0.0891,
humaneval_13,HumanEval,openai/gpt-oss-120b,S0,2,True,,178,145,2817.0,0.0001743,0.0505,
humaneval_14,HumanEval,openai/gpt-oss-120b,S0,2,True,,167,150,1456.45,0.0001726,0.0438,
humaneval_15,HumanEval,openai/gpt-oss-120b,S0,2,True,,176,158,1471.06,0.0001819,0.0668,
humaneval_16,HumanEval,openai/gpt-oss-120b,S0,2,True,,181,181,2850.93,0.0001991,0.0611,
humaneval_17,HumanEval,openai/gpt-oss-120b,S0,2,True,,278,446,3314.1,0.000415,0.073,
humaneval_18,HumanEval,openai/gpt-oss-120b,S0,2,True,,196,269,4022.63,0.0002631,0.0602,
humaneval_19,HumanEval,openai/gpt-oss-120b,S0,2,True,,213,312,3153.18,0.0002987,0.0638,
humaneval_20,HumanEval,openai/gpt-oss-120b,S0,2,False,assertion_error,276,512,4442.33,0.000457,0.107,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7rz6dac2.py"", line 41, in <module>
    check(find_closest_elements)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\del"
humaneval_21,HumanEval,openai/gpt-oss-120b,S0,2,True,,233,302,4769.19,0.0003012,0.0803,
humaneval_22,HumanEval,openai/gpt-oss-120b,S0,2,True,,202,230,2933.15,0.0002404,0.0671,
humaneval_23,HumanEval,openai/gpt-oss-120b,S0,2,True,,151,82,2420.1,0.0001213,0.0746,
humaneval_24,HumanEval,openai/gpt-oss-120b,S0,2,True,,160,302,2089.17,0.0002683,0.0574,
humaneval_25,HumanEval,openai/gpt-oss-120b,S0,2,True,,234,246,2884.23,0.0002652,0.0644,
humaneval_26,HumanEval,openai/gpt-oss-120b,S0,2,True,,192,163,2735.81,0.0001923,0.0494,
humaneval_27,HumanEval,openai/gpt-oss-120b,S0,2,True,,156,108,1696.13,0.0001404,0.0549,
humaneval_28,HumanEval,openai/gpt-oss-120b,S0,2,True,,165,132,1794.08,0.0001601,0.0687,
humaneval_29,HumanEval,openai/gpt-oss-120b,S0,2,True,,196,157,1791.33,0.0001902,0.0644,
humaneval_30,HumanEval,openai/gpt-oss-120b,S0,2,True,,221,183,2517.83,0.0002184,0.0664,
humaneval_31,HumanEval,openai/gpt-oss-120b,S0,2,True,,207,230,2944.23,0.0002427,0.0688,
humaneval_32,HumanEval,openai/gpt-oss-120b,S0,2,False,runtime_error,368,512,4533.75,0.0004984,0.1066,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp39w50_al.py"", line 59, in <module>
    check(find_zero)
    ~~~~~^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\Temp\tmp"
